Search keyword report
"August 8, 2020 - August 14, 2020"
Device,Keyword status,Keyword,Campaign,Ad group,Currency code,Status,Max. CPC,Impr.,Impr. (Top) %,Search impr. share,Search top IS,Cost,Clicks,Conversions,Click share,Match type,Search exact match IS,Search lost top IS (rank)
Tablets,Enabled, +VEHICLE +TRACKING +AND,M7M2-VEHICLE,b--c-vehicle tracking and-Google,USD,Campaign paused,24.20,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
TV screens,Enabled, +VEHICLE +TRACKING +AND,M7M2-VEHICLE,b--c-vehicle tracking and-Google,USD,Campaign paused,24.20,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Other,Enabled, +VEHICLE +TRACKING +AND,M7M2-VEHICLE,b--c-vehicle tracking and-Google,USD,Campaign paused,24.20,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Computers,Enabled, +VEHICLE +TRACKING +AND,M7M2-VEHICLE,b--c-vehicle tracking and-Google,USD,Campaign paused,24.20,25,96.00%,78.13%,80.00%,40.33,2,0.00,51.90%,Broad match, --,20.00%
Tablets,Enabled,[VEHICLE GPS TRACKING SYSTEM],M7M2-VEHICLE,e--m-vehicle gps tracking system-Bing,USD,Campaign paused,6.90,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Other,Enabled,[VEHICLE GPS TRACKING SYSTEM],M7M2-VEHICLE,e--m-vehicle gps tracking system-Bing,USD,Campaign paused,6.90,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Computers,Enabled,[VEHICLE GPS TRACKING SYSTEM],M7M2-VEHICLE,e--m-vehicle gps tracking system-Bing,USD,Campaign paused,6.90,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
TV screens,Enabled,[VEHICLE GPS TRACKING SYSTEM],M7M2-VEHICLE,e--m-vehicle gps tracking system-Bing,USD,Campaign paused,6.90,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Mobile phones,Enabled,[VEHICLE GPS TRACKING SYSTEM],M7M2-VEHICLE,e--m-vehicle gps tracking system-Bing,USD,Campaign paused,6.90,5,100.00%,31.25%,35.71%,6.62,1,0.00,15.70%,Exact match, --,64.29%
Other,Enabled,"""VEHICLE TRACKING""",M7M2-VEHICLE,p--c-vehicle tracking-Google,USD,Campaign paused,19.40,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
TV screens,Enabled,"""VEHICLE TRACKING""",M7M2-VEHICLE,p--c-vehicle tracking-Google,USD,Campaign paused,19.40,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
Computers,Enabled,"""VEHICLE TRACKING""",M7M2-VEHICLE,p--c-vehicle tracking-Google,USD,Campaign paused,19.40,518,80.31%,67.10%,54.45%,260.48,19,1.00,51.76%,Phrase match, --,45.55%
Tablets,Enabled,"""VEHICLE TRACKING""",M7M2-VEHICLE,p--c-vehicle tracking-Google,USD,Campaign paused,19.40,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
Mobile phones,Enabled,"""VEHICLE TRACKING""",M7M2-VEHICLE,p--c-vehicle tracking-Google,USD,Campaign paused,19.40,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
TV screens,Enabled, +VEHICLE +TRACKING,M7M2-VEHICLE,b--c-vehicle tracking-Google,USD,Campaign paused,17.80,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Other,Enabled, +VEHICLE +TRACKING,M7M2-VEHICLE,b--c-vehicle tracking-Google,USD,Campaign paused,17.80,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Mobile phones,Enabled, +VEHICLE +TRACKING,M7M2-VEHICLE,b--c-vehicle tracking-Google,USD,Campaign paused,17.80,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Computers,Enabled, +VEHICLE +TRACKING,M7M2-VEHICLE,b--c-vehicle tracking-Google,USD,Campaign paused,17.80,582,78.58%,66.25%,53.15%,251.84,18,0.00,51.15%,Broad match, --,46.85%
Tablets,Enabled, +VEHICLE +TRACKING,M7M2-VEHICLE,b--c-vehicle tracking-Google,USD,Campaign paused,17.80,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
TV screens,Enabled,[VEHICLE TRACKING],M7M2-VEHICLE,e--c-vehicle tracking-Bing,USD,Campaign paused,31.80,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Tablets,Enabled,[VEHICLE TRACKING],M7M2-VEHICLE,e--c-vehicle tracking-Bing,USD,Campaign paused,31.80,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Other,Enabled,[VEHICLE TRACKING],M7M2-VEHICLE,e--c-vehicle tracking-Bing,USD,Campaign paused,31.80,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Mobile phones,Enabled,[VEHICLE TRACKING],M7M2-VEHICLE,e--c-vehicle tracking-Bing,USD,Campaign paused,31.80,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Computers,Enabled,[VEHICLE TRACKING],M7M2-VEHICLE,e--c-vehicle tracking-Bing,USD,Campaign paused,31.80,298,85.23%,86.13%,77.68%,477.65,19,0.00,56.33%,Exact match, --,22.32%
Mobile phones,Enabled, +VEHICLE +GPS +TRACKING +SYSTEM,M7M2-VEHICLE,b--t-vehicle gps tracking system-Google,USD,Campaign paused,8.30,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
TV screens,Enabled, +VEHICLE +GPS +TRACKING +SYSTEM,M7M2-VEHICLE,b--t-vehicle gps tracking system-Google,USD,Campaign paused,8.30,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Computers,Enabled, +VEHICLE +GPS +TRACKING +SYSTEM,M7M2-VEHICLE,b--t-vehicle gps tracking system-Google,USD,Campaign paused,8.30,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Tablets,Enabled, +VEHICLE +GPS +TRACKING +SYSTEM,M7M2-VEHICLE,b--t-vehicle gps tracking system-Google,USD,Campaign paused,8.30,25,76.00%,67.57%,54.29%,23.40,4,0.00,39.08%,Broad match, --,45.71%
Other,Enabled, +VEHICLE +GPS +TRACKING +SYSTEM,M7M2-VEHICLE,b--t-vehicle gps tracking system-Google,USD,Campaign paused,8.30,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Computers,Enabled,[TELETRAC GPS],M7A-TIS-BRAND,TELETRAC GPS-M,USD,Eligible,7.94,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Tablets,Enabled,[TELETRAC GPS],M7A-TIS-BRAND,TELETRAC GPS-M,USD,Eligible,7.94,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Other,Enabled,[TELETRAC GPS],M7A-TIS-BRAND,TELETRAC GPS-M,USD,Eligible,7.94,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
TV screens,Enabled,[TELETRAC GPS],M7A-TIS-BRAND,TELETRAC GPS-M,USD,Eligible,7.94,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Mobile phones,Enabled,[TELETRAC GPS],M7A-TIS-BRAND,TELETRAC GPS-M,USD,Eligible,7.94,10,100.00%,100.00%,100.00%,24.66,4,0.00,94.54%,Exact match, --,0.00%
TV screens,Enabled,[TELETRAC],M7A-TIS-BRAND,TELETRAC-C,USD,Eligible,6.94,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Other,Enabled,[TELETRAC],M7A-TIS-BRAND,TELETRAC-C,USD,Eligible,6.94,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Mobile phones,Enabled,[TELETRAC],M7A-TIS-BRAND,TELETRAC-C,USD,Eligible,6.94,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Computers,Enabled,[TELETRAC],M7A-TIS-BRAND,TELETRAC-C,USD,Eligible,6.94,39,100.00%,97.50%,97.50%,3.71,3,0.00,86.38%,Exact match, --,2.50%
Tablets,Enabled,[TELETRAC],M7A-TIS-BRAND,TELETRAC-C,USD,Eligible,6.94,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Tablets,Enabled,[VEHICLE TRACKING],M7M2-VEHICLE,e--m-vehicle tracking-Google,USD,Campaign paused,13.20,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Other,Enabled,[VEHICLE TRACKING],M7M2-VEHICLE,e--m-vehicle tracking-Google,USD,Campaign paused,13.20,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
TV screens,Enabled,[VEHICLE TRACKING],M7M2-VEHICLE,e--m-vehicle tracking-Google,USD,Campaign paused,13.20,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Computers,Enabled,[VEHICLE TRACKING],M7M2-VEHICLE,e--m-vehicle tracking-Google,USD,Campaign paused,13.20,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Mobile phones,Enabled,[VEHICLE TRACKING],M7M2-VEHICLE,e--m-vehicle tracking-Google,USD,Campaign paused,13.20,152,84.21%,54.29%,47.76%,17.13,3,0.00,20.99%,Exact match, --,52.24%
Tablets,Enabled, +TELETRAC +NAVMAN,M7A-TIS-BRAND,TELETRAC NAVMAN-M,USD,Eligible,1.90,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Computers,Enabled,[TELETRAC NAVMAN],M7A-TIS-BRAND,TELETRAC NAVMAN-M,USD,Eligible,1.90,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Other,Enabled,[TELETRAC NAVMAN],M7A-TIS-BRAND,TELETRAC NAVMAN-M,USD,Eligible,1.90,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Mobile phones,Enabled,[TELETRAC NAVMAN],M7A-TIS-BRAND,TELETRAC NAVMAN-M,USD,Eligible,1.90,52,98.08%,91.23%,92.73%,2.29,11,0.00,84.03%,Exact match, --,7.27%
TV screens,Enabled,[TELETRAC NAVMAN],M7A-TIS-BRAND,TELETRAC NAVMAN-M,USD,Eligible,1.90,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Tablets,Enabled,[TELETRAC NAVMAN],M7A-TIS-BRAND,TELETRAC NAVMAN-M,USD,Eligible,1.90,4,100.00%,100.00%,100.00%,0.00,0,0.00, --,Exact match, --,0.00%
Mobile phones,Enabled, +TELETRAC +NAVMAN,M7A-TIS-BRAND,TELETRAC NAVMAN-M,USD,Eligible,1.90,10,100.00%,100.00%,100.00%,0.65,1,0.00,96.28%,Broad match, --,0.00%
Computers,Enabled, +TELETRAC +NAVMAN,M7A-TIS-BRAND,TELETRAC NAVMAN-M,USD,Eligible,1.90,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
TV screens,Enabled, +TELETRAC +NAVMAN,M7A-TIS-BRAND,TELETRAC NAVMAN-M,USD,Eligible,1.90,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Other,Enabled, +TELETRAC +NAVMAN,M7A-TIS-BRAND,TELETRAC NAVMAN-M,USD,Eligible,1.90,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Tablets,Enabled,"""TELETRAC""",M7A-TIS-BRAND,TELETRAC-C,USD,Eligible,6.94,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
TV screens,Enabled,"""TELETRAC NAVMAN""",M7A-TIS-BRAND,TELETRAC NAVMAN-M,USD,Eligible,1.90,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
Other,Enabled,"""TELETRAC""",M7A-TIS-BRAND,TELETRAC-C,USD,Eligible,6.94,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
Computers,Enabled,"""TELETRAC NAVMAN""",M7A-TIS-BRAND,TELETRAC NAVMAN-M,USD,Eligible,1.90,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
Computers,Enabled,"""TELETRAC""",M7A-TIS-BRAND,TELETRAC-C,USD,Eligible,6.94,38,94.74%,97.44%,92.31%,7.86,5,0.00,91.51%,Phrase match, --,7.69%
TV screens,Enabled,"""TELETRAC""",M7A-TIS-BRAND,TELETRAC-C,USD,Eligible,6.94,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
Mobile phones,Enabled,"""TELETRAC""",M7A-TIS-BRAND,TELETRAC-C,USD,Eligible,6.94,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
Other,Enabled,"""TELETRAC NAVMAN""",M7A-TIS-BRAND,TELETRAC NAVMAN-M,USD,Eligible,1.90,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
Mobile phones,Enabled,"""TELETRAC NAVMAN""",M7A-TIS-BRAND,TELETRAC NAVMAN-M,USD,Eligible,1.90,4,100.00%,100.00%,100.00%,1.64,1,0.00,95.49%,Phrase match, --,0.00%
Tablets,Enabled,"""TELETRAC NAVMAN""",M7A-TIS-BRAND,TELETRAC NAVMAN-M,USD,Eligible,1.90,3,100.00%,100.00%,100.00%,0.00,0,0.00, --,Phrase match, --,0.00%
TV screens,Enabled, +TELETRAC,M7A-TIS-BRAND,TELETRAC-C,USD,Eligible,6.94,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Other,Enabled, +TELETRAC,M7A-TIS-BRAND,TELETRAC-C,USD,Eligible,6.94,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Mobile phones,Enabled, +TELETRAC,M7A-TIS-BRAND,TELETRAC-C,USD,Eligible,6.94,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Computers,Enabled, +TELETRAC,M7A-TIS-BRAND,TELETRAC-C,USD,Eligible,6.94,293,95.22%,98.65%,94.90%,215.94,26,2.00,91.79%,Broad match, --,5.10%
Tablets,Enabled, +TELETRAC,M7A-TIS-BRAND,TELETRAC-C,USD,Eligible,6.94,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
TV screens,Enabled, +VEHICLE +TRACKING,M7M2-VEHICLE,b--m-vehicle tracking-Google,USD,Campaign paused,8.00,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Tablets,Enabled, +VEHICLE +TRACKING,M7M2-VEHICLE,b--m-vehicle tracking-Google,USD,Campaign paused,8.00,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Computers,Enabled, +VEHICLE +TRACKING,M7M2-VEHICLE,b--m-vehicle tracking-Google,USD,Campaign paused,8.00,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Mobile phones,Enabled, +VEHICLE +TRACKING,M7M2-VEHICLE,b--m-vehicle tracking-Google,USD,Campaign paused,8.00,547,84.51%,42.64%,37.50%,176.75,35,1.00,25.55%,Broad match, --,62.50%
Other,Enabled, +VEHICLE +TRACKING,M7M2-VEHICLE,b--m-vehicle tracking-Google,USD,Campaign paused,8.00,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Other,Enabled,[VEHICLE GPS TRACKING DEVICE],M7M2-VEHICLE,e--c-vehicle gps tracking device-Bing,USD,Campaign paused,23.50,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Tablets,Enabled,[VEHICLE GPS TRACKING DEVICE],M7M2-VEHICLE,e--c-vehicle gps tracking device-Bing,USD,Campaign paused,23.50,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Mobile phones,Enabled,[VEHICLE GPS TRACKING DEVICE],M7M2-VEHICLE,e--c-vehicle gps tracking device-Bing,USD,Campaign paused,23.50,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
TV screens,Enabled,[VEHICLE GPS TRACKING DEVICE],M7M2-VEHICLE,e--c-vehicle gps tracking device-Bing,USD,Campaign paused,23.50,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Computers,Enabled,[VEHICLE GPS TRACKING DEVICE],M7M2-VEHICLE,e--c-vehicle gps tracking device-Bing,USD,Campaign paused,23.50,83,86.75%,74.11%,67.29%,134.48,6,0.00,57.22%,Exact match, --,32.71%
Computers,Enabled,[TELETRAC GPS],M7A-TIS-BRAND,TELETRAC GPS-C,USD,Eligible,18.90,12,100.00%,92.31%,92.31%,102.75,4,0.00,88.67%,Exact match, --,7.69%
Mobile phones,Enabled,[TELETRAC GPS],M7A-TIS-BRAND,TELETRAC GPS-C,USD,Eligible,18.90,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Other,Enabled,[TELETRAC GPS],M7A-TIS-BRAND,TELETRAC GPS-C,USD,Eligible,18.90,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Tablets,Enabled,[TELETRAC GPS],M7A-TIS-BRAND,TELETRAC GPS-C,USD,Eligible,18.90,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
TV screens,Enabled,[TELETRAC GPS],M7A-TIS-BRAND,TELETRAC GPS-C,USD,Eligible,18.90,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
TV screens,Enabled,"""TELETRAC GPS""",M7A-TIS-BRAND,TELETRAC GPS-C,USD,Eligible,18.90,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
Computers,Enabled,"""TELETRAC GPS""",M7A-TIS-BRAND,TELETRAC GPS-C,USD,Eligible,18.90,1,100.00%,100.00%,100.00%,33.99,1,0.00,65.76%,Phrase match, --,0.00%
Tablets,Enabled,"""TELETRAC GPS""",M7A-TIS-BRAND,TELETRAC GPS-C,USD,Eligible,18.90,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
Mobile phones,Enabled,"""TELETRAC GPS""",M7A-TIS-BRAND,TELETRAC GPS-C,USD,Eligible,18.90,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
Other,Enabled,"""TELETRAC GPS""",M7A-TIS-BRAND,TELETRAC GPS-C,USD,Eligible,18.90,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
TV screens,Enabled,[TELETRAC],M7A-TIS-BRAND,TELETRAC-M,USD,Eligible,2.91,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Mobile phones,Enabled,[TELETRAC],M7A-TIS-BRAND,TELETRAC-M,USD,Eligible,2.91,49,97.96%,98.00%,96.00%,6.52,10,0.00,89.64%,Exact match, --,4.00%
Computers,Enabled,[TELETRAC],M7A-TIS-BRAND,TELETRAC-M,USD,Eligible,2.91,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Tablets,Enabled,[TELETRAC],M7A-TIS-BRAND,TELETRAC-M,USD,Eligible,2.91,1,100.00%,100.00%,100.00%,0.00,0,0.00, --,Exact match, --,0.00%
Other,Enabled,[TELETRAC],M7A-TIS-BRAND,TELETRAC-M,USD,Eligible,2.91,0, --, --, --,0.00,0,0.00, --,Exact match, --, --
Other,Enabled, +TELETRAC,M7A-TIS-BRAND,TELETRAC-M,USD,Eligible,2.91,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Computers,Enabled, +TELETRAC,M7A-TIS-BRAND,TELETRAC-M,USD,Eligible,2.91,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Mobile phones,Enabled, +TELETRAC,M7A-TIS-BRAND,TELETRAC-M,USD,Eligible,2.91,33,93.75%,100.00%,100.00%,106.26,9,1.00,93.29%,Broad match, --,0.00%
TV screens,Enabled, +TELETRAC,M7A-TIS-BRAND,TELETRAC-M,USD,Eligible,2.91,0, --, --, --,0.00,0,0.00, --,Broad match, --, --
Tablets,Enabled, +TELETRAC,M7A-TIS-BRAND,TELETRAC-M,USD,Eligible,2.91,3,100.00%,100.00%,100.00%,0.00,0,0.00, --,Broad match, --,0.00%
Mobile phones,Enabled,"""TELETRAC""",M7A-TIS-BRAND,TELETRAC-M,USD,Eligible,2.91,111,94.59%,100.00%,95.45%,72.50,13,1.00,94.85%,Phrase match, --,4.55%
Computers,Enabled,"""TELETRAC""",M7A-TIS-BRAND,TELETRAC-M,USD,Eligible,2.91,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
Tablets,Enabled,"""TELETRAC""",M7A-TIS-BRAND,TELETRAC-M,USD,Eligible,2.91,8,75.00%,100.00%,100.00%,0.00,0,0.00, --,Phrase match, --,0.00%
TV screens,Enabled,"""TELETRAC""",M7A-TIS-BRAND,TELETRAC-M,USD,Eligible,2.91,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
Other,Enabled,"""TELETRAC""",M7A-TIS-BRAND,TELETRAC-M,USD,Eligible,2.91,0, --, --, --,0.00,0,0.00, --,Phrase match, --, --
,Total: Filtered keywords,,,,USD,,,"43,665",83.39%,50.36%,43.72%,18950.07,"1,643",62.00,35.51%,,53.27%,33.11%
Computers,Total: Filtered keywords,,,,USD,,,"38,399",82.83%,52.84%,45.59%,17035.92,"1,320",54.00,37.94%,, --,30.37%
Mobile phones,Total: Filtered keywords,,,,USD,,,"5,117",87.69%,37.29%,33.94%,1879.82,316,8.00,27.89%,, --,47.58%
Tablets,Total: Filtered keywords,,,,USD,,,149,81.88%,43.06%,35.47%,34.33,7,0.00,35.23%,, --,38.08%
,Total: Search keywords on display network,,,,USD,,,0, --, --, --,0.00,0,0.00, --,, --, --
Mobile phones,Total: Search keywords on display network,,,,USD,,,0, --, --, --,0.00,0,0.00, --,, --, --
TV screens,Total: Search keywords on display network,,,,USD,,,0, --, --, --,0.00,0,0.00, --,, --, --
Tablets,Total: Search keywords on display network,,,,USD,,,0, --, --, --,0.00,0,0.00, --,, --, --
Other,Total: Search keywords on display network,,,,USD,,,0, --, --, --,0.00,0,0.00, --,, --, --
Computers,Total: Search keywords on display network,,,,USD,,,0, --, --, --,0.00,0,0.00, --,, --, --
,Total: Account,,,,USD,,,"748,252",83.10%,49.70%,42.96%,19496.92,"2,435",62.00,34.45%,,52.97%,34.78%
Other,Total: Account,,,,USD,,,0, --, --, --,0.00,0,0.00, --,, --, --
TV screens,Total: Account,,,,USD,,,119, --, --, --,1.83,0,0.00, --,, --, --
Computers,Total: Account,,,,USD,,,"258,366",82.56%,52.52%,45.13%,17198.23,"1,365",54.00,37.40%,, --,31.53%
Tablets,Total: Account,,,,USD,,,"32,230",82.22%,45.80%,38.05%,74.31,50,0.00,36.63%,, --,38.56%
Mobile phones,Total: Account,,,,USD,,,"457,537",87.13%,35.64%,32.25%,2222.54,"1,020",8.00,25.87%,, --,50.95%
,Total: Search,,,,USD,,,"44,945",83.10%,49.70%,42.96%,18950.07,"1,643",62.00,34.45%,,52.97%,34.78%
,Total: Display,,,,USD,,,"701,716", --, --, --,491.51,788,0.00, --,, --, --
,Total: Video,,,,USD,,,"1,591", --, --, --,55.34,4,0.00, --,, --, --
Mobile phones,Total: Search,,,,USD,,,"5,386",87.13%,35.64%,32.25%,1879.82,316,8.00,25.87%,, --,50.95%
Tablets,Total: Display,,,,USD,,,"31,738", --, --, --,25.73,43,0.00, --,, --, --
TV screens,Total: Display,,,,USD,,,22, --, --, --,0.01,0,0.00, --,, --, --
TV screens,Total: Video,,,,USD,,,97, --, --, --,1.82,0,0.00, --,, --, --
Mobile phones,Total: Video,,,,USD,,,658, --, --, --,14.87,4,0.00, --,, --, --
Other,Total: Search,,,,USD,,,0, --, --, --,0.00,0,0.00, --,, --, --
Other,Total: Display,,,,USD,,,0, --, --, --,0.00,0,0.00, --,, --, --
Other,Total: Video,,,,USD,,,0, --, --, --,0.00,0,0.00, --,, --, --
Tablets,Total: Video,,,,USD,,,312, --, --, --,14.25,0,0.00, --,, --, --
Computers,Total: Search,,,,USD,,,"39,379",82.56%,52.52%,45.13%,17035.92,"1,320",54.00,37.40%,, --,31.53%
Mobile phones,Total: Display,,,,USD,,,"451,493", --, --, --,327.86,700,0.00, --,, --, --
TV screens,Total: Search,,,,USD,,,0, --, --, --,0.00,0,0.00, --,, --, --
Tablets,Total: Search,,,,USD,,,180,82.22%,45.80%,38.05%,34.33,7,0.00,36.63%,, --,38.56%
Computers,Total: Display,,,,USD,,,"218,463", --, --, --,137.91,45,0.00, --,, --, --
Computers,Total: Video,,,,USD,,,524, --, --, --,24.40,0,0.00, --,, --, --
